,name,ranting,price,description,specification,delivery
77,Marie Burke Darwen Cornflower Cushion - 55x55cm,no ranting,£52.00,"Introducing our elegant Darwen cornflower cushion, part of our Marie Burke collection in collaboration with Voyage Maison. Painted by the artist in striking watercolours this design features an incredibly detailed Iris in bold tones of blue and purple enveloped in lavish foliage. Printed on natural fabrics and made in the UK, this cushion features a soft grey velvet back and pipe, adding a touch of luxury. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: DARWEN
Main Colour: Blue
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 55x55cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Piped Velvet","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
78,Leaping Into The Fauna Arthouse Cushion - 35x25cm,no ranting,£23.25,"Introducing our stunning new linen cushion, Leaping Into The Fauna. From our Woodland Tales collection, this arthouse cushion features a playful fox and hare among the lush foliage, making it the perfect addition to any nature-inspired décor. Painted and produced in the UK, this cushion is paired with a rusty orange linen blend back and a cream/stone pompom trim. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Leaping Into The Fauna
Accent Colour: Orange
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 35X25
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
79,Marie Burke Heligan Cornflower Cushion - 55x55cm,no ranting,£57.75,"An ode to the beautiful countryside, Heligan is a statement piece from the new Marie Burke collection in collaboration with Voyage Maison. Blooming with vivid tones of blue and muted greens this floral study is a striking statement piece bringing sophistication to any decor. This British-made cushion is given a dramatic elegance with the addition of sage-toned fringing. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: HELIGAN
Main Colour: Blue
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 55x55cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Fringe","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
80,Willow Woods Linen Arthouse Cushion - 30x30cm,no ranting,£23.25,"Introducing our new Willow Woods arthouse cushion from our enchanting Woodland Tales collection. Inspired by our charming woodlands, this linen cushion features a beautiful painted forest landscape with trees and a mysterious deer. Designed and produced in the UK, this cushion is paired with an indigo linen blend back and a colourful handmade tie-dye trim. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Willow Woods
Accent Colour: Green
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 30X30
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
81,Whimsical Tale Dawn Arthouse Cushion - 35x25cm,no ranting,£23.25,"Welcome to our world of fantasy with our Whimsical Tale Dawn arthouse cushion. Part of our Woodland Tales collection, inspired by magical woodlands, this British-made linen cushion features the beauty of nature in stunning detail. If you're looking to add a touch of natural whimsy to your home, look no further than our Whimsical Tale. Complimented with a grey brushed denim back and a colourful handmade tie-dye trim, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Whimsical Tale
Accent Colour: Blue
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/100% POLYESTER
Size: 35X25
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
82,Timmy Squirrel Linen Arthouse Cushion - 30x30cm,no ranting,£23.25,"Welcome our newest addition to the Woodland Tales Collection - Timmy Squirrel. This adorable linen arthouse cushion is designed in-house and produced in the UK. Featuring a cheeky squirrel surrounded by decretive foliage, this piece will add a touch of floral whimsy to your home, perfect for nature lovers and animal enthusiasts alike. Paired with a rusty orange linen blend back and a colourful handmade tie-dye trim, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Timmy Squirrel
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 30X30
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
83,Marie Burke Alston Bluebell Cushion - 60x40cm,no ranting,£46.25,"The new Alston cushion is part of our new Marie Burke collection in collaboration with Voyage Maison. It features a vibrant watercolour illustration of a delicate Peony painted by the artist in muted tones of blue and green. This British-made cushion brings style and sophistication to your home. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: ALSTON
Main Colour: White
Accent Colour: Blue
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 60x40cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Piped Velvet","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
84,Buttons & Ginger Robins Egg Cushion - 60x40cm,no ranting,£42.00,"Step into a world of delicate beauty with our Buttons and Ginger cushion. Part of our Woodland Tales collection, this floral fantasy design features two adorable hedgehogs frolicking among the leaves and is paired with a duck egg backdrop, sure to add a touch of whimsy to your room. Designed and printed in-house, our linen cushion is complimented with a peony linen blend backing and a colourful handmade tie-dye trim, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Buttons & Ginger
Accent Colour: Blue
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 60X40
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
85,Buttons & Ginger Arthouse Cushion - 35x25cm,no ranting,£23.25,"Introducing our new Buttons and Ginger arthouse cushion, part of our magical Woodland Tales collection. This charming linen cushion features two cute hedgehogs playing among the delicate forest foliage, perfect for bringing a touch of nature indoors. Painted using watercolours, this cushion is produced in the UK and paired with a pistachio linen blend backing and a colourful handmade tie-dye trim. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Buttons & Ginger
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 35X25
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
86,Marie Burke Parcevall Lavender Cushion - 50x50cm,no ranting,£63.50,"Add a touch of sophistication to your home with our Parcevall cushion, part of the new Marie Burke collection in collaboration with Voyage Maison. Featuring a bold and striking study of an elegant peony in full bloom this cushion is a real stand-out piece. This British-made velvet cushion is given a dramatic elegance with the addition of plum-toned fringing. Bring a touch of elegance to any decor. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: PARCEVALL
Main Colour: Purple
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 50x50cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Piped Velvet","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
87,Marie Burke Heligan Lavender Cushion - 55x55cm,no ranting,£57.75,"An ode to the beautiful countryside, Heligan is a statement piece from the new Marie Burke collection in collaboration with Voyage Maison. Blooming with vivid tones of purple and muted greens this floral study is a striking statement piece bringing sophistication to any decor. This British-made cushion is given a dramatic elegance with the addition of lavender-toned fringing. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: HELIGAN
Main Colour: Purple
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 55x55cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Fringe","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
88,Buttons & Ginger Linen Cushion - 60x40cm,no ranting,£42.00,"Introducing our new Buttons and Ginger cushion, part of our magical Woodland Tales collection. This charming linen cushion features two cute hedgehogs playing among the delicate forest foliage, perfect for bringing a touch of nature indoors. Painted using watercolours, this cushion is produced in the UK and paired with a pistachio linen blend backing and a colourful handmade tie-dye trim. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Buttons & Ginger
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 60X40
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
89,Mirabelle Butterfly Robins Egg Cushion - 50x50cm,no ranting,£44.00,"Our enchanting Mirabelle Butterfly cushion is perfect for any nature lover. Part of our Woodland Tales collection, the intricate hand painted design is brought to life with bold foliage which surrounds a beautiful butterfly. Designed and produced in the UK this linen cushion is complimented with a rusty orange velvet back and colourful handmade tie-dye trim, it is the perfect touch of luxury we all need. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Mirabelle Butterfly
Accent Colour: Blue
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/100% POLYESTER
Size: 50X50
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
90,Marie Burke Parcevall Fuchsia Cushion - 55x55cm,no ranting,£52.00,"Add a touch of sophistication to your home with our Parcevall cushion is part of the new Marie Burke collection in collaboration with Voyage Maison. Featuring a bold and striking study of an elegant peony in full bloom this cushion is a real stand-out piece. Printed on natural fabrics and made in the UK this cushion features a yellow gold velvet back and pipe. Bring a touch of elegance to any decor. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: PARCEVALL
Main Colour: Pink
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 55x55cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Piped Velvet","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
91,Marie Burke Parcevall Harvest Cushion - 50x50cm,no ranting,£63.50,"Add a touch of sophistication to your home with our Parcevall cushion, part of the new Marie Burke collection in collaboration with Voyage Maison. Featuring a bold and striking study of an elegant peony in full bloom this cushion is a real stand-out piece. This British-made velvet cushion is given a dramatic elegance with the addition of plum-toned fringing. Bring a touch of elegance to any decor. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: PARCEVALL
Main Colour: Pink
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 50x50cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Fringe","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
92,Marie Burke Bodmin Fuchsia Cushion - 65x45cm,no ranting,£46.25,"Our stunning Bodmin cushion is part of the Marie Burke collection in collaboration with Voyage Maison. Featuring a beautiful hand-painted floral in vibrant colours this cushion is a statement addition to any home. This 65x45cm cushion is hand-made in the UK and printed on natural fabric, while the yellow gold velvet back and piping add a touch of luxury. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: BODMIN
Main Colour: Pink
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 65x45cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Piped Velvet","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
93,Tilda & Faye Linen Arthouse Cushion - 30x30cm,no ranting,£23.25,"Introducing Tilda and Faye, two beautiful guineafowls surrounded by exquisite watercolour painted foliage. This British-made linen cushion is part of our Woodland Tales collection, inspired by the unfolding floral fantasy of nature. Complimented with a lilac brushed denim back and a colourful handmade tie-dye trim, this stunning arthouse cushion would make a perfect addition to any home. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Tilda & Faye
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/100% POLYESTER
Size: 30X30
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
94,Marie Burke Alston Fuchsia Cushion - 60x40cm,no ranting,£52.00,"The new Alston cushion is part of our new Marie Burke collection in collaboration with Voyage Maison. It features a vibrant watercolour illustration of a delicate Peony painted by the artist in muted tones of pink and green. This British-made velvet cushion is given a dramatic elegance with the addition of gold-toned fringing that will bring style and sophistication to your home. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: ALSTON
Main Colour: Pink
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 60x40cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Fringe","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
